rank,feature,importance,importance_pct,cumulative_importance_pct,categorical
222,is_critical_availability,0.0,0.0,99.99999999999993,False
223,availability_pressure,0.0,0.0,99.99999999999993,False
224,occupancy_state_valid,0.0,0.0,99.99999999999993,False
225,occupied_spaces_lag_12h,0.0,0.0,99.99999999999993,False
226,calendar_day_of_year_sin,0.0,0.0,99.99999999999993,False
227,calendar_quarter_sin,0.0,0.0,99.99999999999993,False
228,calendar_day_of_year_cos,0.0,0.0,99.99999999999993,False
229,calendar_quarter_cos,0.0,0.0,99.99999999999993,False
230,is_empty,0.0,0.0,99.99999999999993,False
231,is_low_occupancy,0.0,0.0,99.99999999999993,False
232,occupied_spaces_roll_missing_1h,0.0,0.0,99.99999999999993,False
233,occupied_spaces_roll_count_12h,0.0,0.0,99.99999999999993,False
234,occupied_spaces_roll_missing_6h,0.0,0.0,99.99999999999993,False
235,occupied_spaces_roll_coverage_ratio_6h,0.0,0.0,99.99999999999993,False
236,occupied_spaces_roll_6h_available,0.0,0.0,99.99999999999993,False
237,occupied_spaces_roll_3h_available,0.0,0.0,99.99999999999993,False
238,occupied_spaces_roll_coverage_ratio_3h,0.0,0.0,99.99999999999993,False
239,occupied_spaces_roll_missing_3h,0.0,0.0,99.99999999999993,False
240,occupied_spaces_roll_count_6h,0.0,0.0,99.99999999999993,False
241,occupied_spaces_roll_missing_2h,0.0,0.0,99.99999999999993,False
242,occupied_spaces_roll_count_2h,0.0,0.0,99.99999999999993,False
243,occupied_spaces_roll_1h_available,0.0,0.0,99.99999999999993,False
244,occupied_spaces_roll_coverage_ratio_1h,0.0,0.0,99.99999999999993,False
245,occupied_spaces_roll_coverage_ratio_2h,0.0,0.0,99.99999999999993,False
246,occupied_spaces_roll_2h_available,0.0,0.0,99.99999999999993,False
247,occupied_spaces_roll_count_3h,0.0,0.0,99.99999999999993,False
248,occupancy_rate_roll_coverage_ratio_12h,0.0,0.0,99.99999999999993,False
249,calendar_week_of_month,0.0,0.0,99.99999999999993,False
250,occupancy_rate_roll_1d_available,0.0,0.0,99.99999999999993,False
251,occupancy_rate_roll_12h_available,0.0,0.0,99.99999999999993,False
252,occupancy_rate_roll_coverage_ratio_1d,0.0,0.0,99.99999999999993,False
253,is_quarter_end,0.0,0.0,99.99999999999993,False
254,is_month_start,0.0,0.0,99.99999999999993,False
255,is_month_end,0.0,0.0,99.99999999999993,False
256,is_quarter_start,0.0,0.0,99.99999999999993,False
257,is_year_start,0.0,0.0,99.99999999999993,False
258,is_quarter_end_month,0.0,0.0,99.99999999999993,False
259,is_quarter_start_month,0.0,0.0,99.99999999999993,False
260,is_year_end,0.0,0.0,99.99999999999993,False
261,calendar_month_cos,0.0,0.0,99.99999999999993,False
262,calendar_month_sin,0.0,0.0,99.99999999999993,False
263,occupied_spaces_roll_count_1h,0.0,0.0,99.99999999999993,False
264,available_spaces_roll_count_1h,0.0,0.0,99.99999999999993,False
265,is_sunday,0.0,0.0,99.99999999999993,False
266,available_spaces_roll_missing_2h,0.0,0.0,99.99999999999993,False
267,available_spaces_roll_coverage_ratio_2h,0.0,0.0,99.99999999999993,False
268,available_spaces_roll_2h_available,0.0,0.0,99.99999999999993,False
269,available_spaces_roll_count_2h,0.0,0.0,99.99999999999993,False
270,available_spaces_roll_1h_available,0.0,0.0,99.99999999999993,False
271,available_spaces_roll_missing_1h,0.0,0.0,99.99999999999993,False
272,available_spaces_roll_coverage_ratio_1h,0.0,0.0,99.99999999999993,False
273,occupied_spaces_roll_1d_available,0.0,0.0,99.99999999999993,False
274,occupied_spaces_roll_coverage_ratio_12h,0.0,0.0,99.99999999999993,False
275,occupied_spaces_roll_12h_available,0.0,0.0,99.99999999999993,False
276,occupied_spaces_roll_missing_12h,0.0,0.0,99.99999999999993,False
277,occupied_spaces_roll_missing_1d,0.0,0.0,99.99999999999993,False
278,occupied_spaces_roll_coverage_ratio_1d,0.0,0.0,99.99999999999993,False
279,calendar_year,0.0,0.0,99.99999999999993,False
280,month_cos,0.0,0.0,99.99999999999993,False
